13TE44200001 , 50
13TE44200002 , 46
13TE44200003 , 74
13TE44200004 , 74
13TE44200005 , 77
13TE44200006 , 53
13TE44200008 , 56
13TE44200009 , 59
13TE44200010 , 71
13TE44200011 , 66
13TE44200012 , 67
13TE44200013 , 59
13TE44200014 , 87
13TE44200015 , 55
13TE44200016 , 57
13TE44200017 , 82
13TE44200018 , 54
13TE44200019 , 53
13TE44200020 , 56
13TE44200021 , 47
13TE44200022 , 61
13TE44200023 , 60
13TE44200024 , 70
13TE44200025 , 66
13TE44200026 , 58
13TE44200027 , 36
13TE44200028 , 48
13TE44200029 , 51
13TE44200030 , 55
13TE44200031 , 78
13TE44200032 , 61
13TE44200033 , 100
13TE44200034 , 53
13TE44200035 , 48
13TE44200036 , 58
13TE44200037 , 44
13TE44200038 , 55
13TE44200039 , 67
13TE44200040 , 56
13TE44200041 , 76
13TE44200042 , 53
13TE44200043 , 61
13TE44200044 , 47
13TE44200045 , 57
13TE44200046 , 87
13TE44200047 , 70
13TE44200048 , 50
13TE44200049 , 54
13TE44200050 , 69
13TE44200051 , 56
13TE44200052 , 61
13TE44200053 , 83
13TE44200054 , 59
13TE44200055 , 60
13TE44200056 , 47
13TE44200057 , 59
13TE44200058 , 57
13TE44200059 , 46
13TE44200060 , 55
13TE44200061 , 57
13TE44200062 , 65
13TE44200063 , 62
13TE44200064 , 54
13TE44200065 , 78
13TE44200066 , 56
13TE44200067 , 51
13TE44200068 , 55
13TE44200069 , 55
13TE44200070 , 72
13TE44200071 , 56
13TE44200072 , 52
13TE44200073 , 68
13TE44200074 , 70
13TE44200075 , 36
13TE44200076 , 53
13TE44200077 , 60
13TE44200078 , 68
13TE44200079 , 75
13TE44200080 , 67
13TE44200081 , 69
13TE44200082 , 56
13TE44200083 , 58
13TE44200084 , 54
13TE44200085 , 60
13TE44200086 , 52
13TE44200087 , 69
13TE44200088 , 44
13TE44200089 , 81
13TE44200090 , 66
13TE44200092 , 55
13TE44200093 , 65
13TE44200094 , 51
13TE44200095 , 59
13TE44200096 , 57
13TE44200097 , 54
13TE44200098 , 67
13TE44200099 , 72
13TE44200100 , 71
13TE44200101 , 71
13TE44200102 , 49
13TE44200103 , 39
13TE44200104 , 58
13TE44200105 , 46
13TE44200106 , 55
13TE44200107 , 70
13TE44200108 , 50
13TE44200109 , 54
13TE44200110 , 57
13TE44200112 , 91
13TE44200113 , 69
13TE44200114 , 71
13TE44200115 , 61
13TE44200116 , 68
13TE44200117 , 66
13TE44200118 , 47
13TE44200119 , 60
13TE44200120 , 45
13TE44200122 , 56
13TE44200123 , 98
13TE44200124 , 63
13TE44200125 , 77
13TE44200126 , 54
13TE44200127 , 81
13TE44200128 , 53
13TE44200129 , 39
13TE44200130 , 37
13TE44200131 , 54
13TE44200132 , 45
13TE44200133 , 60
13TE44200134 , 51
13TE44200135 , 71
13TE44200136 , 86
13TE44200137 , 56
13TE44200138 , 87
13TE44200139 , 69
13TE44200140 , 82
13TE44200141 , 50
13TE44200142 , 59
13TE44200143 , 64
13TE44200144 , 60
13TE44200145 , 56
13TE44200146 , 63
13TE44200147 , 67
13TE44200148 , 51
13TE44200149 , 45
13TE44200150 , 71
13TE44200151 , 81
13TE44200152 , 57
13TE44200153 , 51
13TE44200154 , 48
13TE44200156 , 48
13TE44200157 , 66
13TE44200158 , 102
13TE44200159 , 58
13TE44200160 , 43
13TE44200161 , 69
13TE44200162 , 51
13TE44200163 , 68
13TE44200164 , 73
13TE44200165 , 57
13TE44200166 , 73
13TE44200167 , 36
13TE44200169 , 56
13TE44200170 , 78
13TE44200171 , 72
13TE44200172 , 89
13TE44200173 , 52
13TE44200174 , 62
13TE44200175 , 71
13TE44200176 , 47
13TE44200177 , 69
13TE44200178 , 72
13TE44200179 , 64
13TE44200180 , 50
13TE44200181 , 58
13TE44200182 , 95
13TE44200183 , 54
13TE44200184 , 50
13TE44200185 , 54
13TE44200186 , 52
13TE44200187 , 60
13TE44200188 , 53
13TE44200189 , 52
13TE44200190 , 73
13TE44200192 , 56
13TE44200193 , 87
13TE44200194 , 58
13TE44200195 , 45
13TE44200196 , 88
13TE44200197 , 49
13TE44200198 , 50
13TE44200199 , 67
13TE44200200 , 55
13TE44200201 , 67
13TE44200202 , 66
13TE44200204 , 84
13TE44200205 , 71
13TE44200206 , 67
13TE44200207 , 81
13TE44200208 , 37
13TE44200209 , 67
13TE44200210 , 61
13TE44200211 , 42
13TE44200212 , 77
13TE44200213 , 59
13TE44200214 , 53
13TE44200215 , 83
13TE44200217 , 91
13TE44200218 , 44
13TE44200219 , 48
13TE44200220 , 67
13TE44200221 , 62
13TE44200222 , 57
13TE44200223 , 78
13TE44200225 , 56
13TE44200226 , 43
13TE44200227 , 65
13TE44200229 , 50
13TE44200230 , 57
13TE44200231 , 61
13TE44200232 , 68
13TE44200233 , 44
13TE44200234 , 53
13TE44200236 , 42
13TE44200237 , 89
13TE44200238 , 47
13TE44200239 , 61
13TE44200240 , 57
13TE44200241 , 58
13TE44200242 , 60
13TE44200243 , 74
13TE44200244 , 77
13TE44200245 , 55
13TE44200246 , 76
13TE44200247 , 88
13TE44200248 , 73
13TE44200249 , 56
13TE44200250 , 79
13TE44200251 , 76
13TE44200252 , 61
13TE44200253 , 63
13TE44200254 , 59
13TE44200255 , 50
13TE44200256 , 84
13TE44200257 , 50
13TE44200258 , 56
13TE44200259 , 71
13TE44200260 , 58
13TE44200261 , 52
13TE44200262 , 69
13TE44200264 , 62
13TE44200265 , 85
13TE44200266 , 76
13TE44200267 , 59
13TE44200268 , 68
13TE44200269 , 65
13TE44200270 , 54
13TE44200271 , 64
13TE44200272 , 65
13TE44200273 , 91
13TE44200274 , 62
13TE44200275 , 50
13TE44200276 , 57
13TE44200277 , 75
13TE44200278 , 62
13TE44200279 , 70
13TE44200280 , 58
13TE44200281 , 43
13TE44200282 , 74
13TE44200283 , 67
13TE44200284 , 46
13TE44200285 , 81
13TE44200286 , 55
13TE44200287 , 70
13TE44200288 , 72
13TE44200290 , 68
13TE44200291 , 63
13TE44200292 , 57
13TE44200293 , 58
13TE44200294 , 64
13TE44200295 , 60
13TE44200296 , 70
13TE44200297 , 61
13TE44200298 , 70
13TE44200299 , 48
13TE44200300 , 83
13TE44200301 , 51
13TE44200302 , 62
13TE44200303 , 62
13TE44200304 , 48
13TE44200305 , 61
13TE44200306 , 63
13TE44200307 , 58
13TE44200308 , 60
13TE44200309 , 46
13TE44200310 , 65
13TE44200311 , 66
13TE44200312 , 47
13TE44200313 , 68
13TE44200314 , 75
13TE44200315 , 47
13TE44200316 , 75
13TE44200317 , 67
13TE44200319 , 66
13TE44200320 , 68
13TE44200321 , 64
13TE44200322 , 51
13TE44200323 , 51
13TE44200324 , 69
13TE44200325 , 51
13TE44200326 , 51
13TE44200327 , 57
13TE44200328 , 46
13TE44200329 , 45
13TE44200330 , 63
13TE44200331 , 57
13TE44200332 , 62
13TE44200333 , 58
13TE44200334 , 61
13TE44200335 , 59
13TE44200336 , 97
13TE44200337 , 50
13TE44200338 , 58
13TE44200339 , 48
13TE44200340 , 53
13TE44200341 , 93
13TE44200342 , 84
13TE44200343 , 81
13TE44200344 , 64
13TE44200345 , 79
13TE44200346 , 60
13TE44200347 , 60
13TE44200348 , 60
13TE44200349 , 62
13TE44200350 , 55
13TE44200351 , 70
13TE44200352 , 62
13TE44200353 , 48
13TE44200354 , 72
13TE44200355 , 68
13TE44200356 , 56
13TE44200357 , 64
13TE44200358 , 57
13TE44200359 , 63
13TE44200360 , 60
13TE44200361 , 41
13TE44200362 , 52
13TE44200363 , 58
13TE44200364 , 78
13TE44200365 , 52
13TE44200366 , 95
13TE44200367 , 49
13TE44200368 , 52
13TE44200369 , 65
13TE44200370 , 72
13TE44200372 , 40
13TE44200373 , 54
13TE44200374 , 67
13TE44200375 , 78
13TE44200376 , 56
13TE44200377 , 57
13TE44200378 , 69
13TE44200379 , 55
13TE44200380 , 49
13TE44200381 , 59
13TE44200382 , 62
13TE44200383 , 49
13TE44200384 , 61
13TE44200385 , 67
13TE44200386 , 52
13TE44200387 , 53
13TE44200389 , 78
13TE44200390 , 79
13TE44200391 , 82
13TE44200392 , 72
13TE44200393 , 65
13TE44200394 , 62
13TE44200395 , 44
13TE44200396 , 81
13TE44200397 , 99
13TE44200398 , 57
13TE44200399 , 55
13TE44200400 , 45
13TE44200401 , 52
13TE44200402 , 66
13TE44200403 , 55
13TE44200404 , 71
13TE44200406 , 68
13TE44200407 , 57
13TE44200408 , 71
13TE44200409 , 75
13TE44200410 , 74
13TE44200411 , 58
13TE44200412 , 70
13TE44200413 , 60
13TE44200414 , 61
13TE44200415 , 59
13TE44200416 , 49
13TE44200418 , 68
13TE44200419 , 65
13TE44200420 , 45
13TE44200421 , 57
13TE44200422 , 81
13TE44200423 , 47
13TE44200424 , 89
13TE44200425 , 48
13TE44200426 , 65
13TE44200427 , 49
13TE44200428 , 60
13TE44200429 , 52
13TE44200430 , 76
13TE44200431 , 76
13TE44200432 , 63
13TE44200433 , 46
13TE44200434 , 60
13TE44200435 , 61
13TE44200436 , 63
13TE44200437 , 49
13TE44200438 , 71
13TE44200439 , 79
13TE44200440 , 50
13TE44200441 , 71
13TE44200442 , 66
13TE44200443 , 51
13TE44200444 , 54
13TE44200445 , 72
13TE44200446 , 52
13TE44200447 , 62
13TE44200448 , 84
13TE44200449 , 101
13TE44200450 , 49
13TE44200451 , 55
13TE44200452 , 56
13TE44200453 , 61
13TE44200454 , 55
13TE44200455 , 56
13TE44200456 , 82
13TE44200457 , 76
13TE44200458 , 67
13TE44200459 , 77
13TE44200460 , 54
13TE44200461 , 72
13TE44200462 , 61
13TE44200463 , 93
13TE44200464 , 62
13TE44200465 , 81
13TE44200466 , 79
13TE44200467 , 52
13TE44200468 , 68
13TE44200469 , 70
13TE44200470 , 48
13TE44200471 , 59
13TE44200472 , 80
13TE44200473 , 48
13TE44200474 , 59
13TE44200475 , 60
13TE44200476 , 42
13TE44200477 , 92
13TE44200478 , 96
13TE44200479 , 64
13TE44200480 , 51
13TE44200481 , 53
13TE44200482 , 60
13TE44200483 , 62
13TE44200484 , 65
13TE44200485 , 53
13TE44200486 , 80
13TE44200487 , 52
13TE44200488 , 55
13TE44200489 , 57
13TE44200490 , 53
13TE44200491 , 42
13TE44200492 , 50
13TE44200493 , 74
13TE44200494 , 50
13TE44200495 , 47
13TE44200496 , 59
13TE44200497 , 63
13TE44200498 , 66
13TE44200500 , 85
13TE44200501 , 95
13TE44200502 , 73
13TE44200504 , 58
13TE44200505 , 35
13TE44200506 , 47
13TE44200507 , 80
13TE44200508 , 52
13TE44200509 , 46
13TE44200510 , 39
13TE44200511 , 49
13TE44200512 , 62
13TE44200513 , 71
13TE44200514 , 70
13TE44200515 , 54
13TE44200516 , 43
13TE44200517 , 85
13TE44200518 , 80
13TE44200519 , 79
13TE44200520 , 62
13TE44200521 , 53
13TE44200522 , 63
13TE44200523 , 54
13TE44200524 , 48
13TE44200525 , 77
13TE44200526 , 60
13TE44200527 , 87
13TE44200528 , 60
13TE44200529 , 71
13TE44200530 , 83
13TE44200531 , 50
13TE44200532 , 58
13TE44200533 , 72
13TE44200534 , 52
13TE44200535 , 78
13TE44200536 , 58
13TE44200537 , 51
13TE44200538 , 58
13TE44200539 , 57
13TE44200540 , 61
13TE44200541 , 89
13TE44200542 , 74
13TE44200544 , 60
13TE44200545 , 67
13TE44200546 , 53
13TE44200547 , 50
13TE44200548 , 51
13TE44200549 , 55
13TE44200550 , 65
13TE44200551 , 35
13TE44200552 , 76
13TE44200553 , 61
13TE44200554 , 80
13TE44200555 , 60
13TE44200556 , 62
13TE44200557 , 68
13TE44200558 , 54
13TE44200559 , 72
13TE44200560 , 78
13TE44200561 , 57
13TE44200562 , 95
13TE44200564 , 88
13TE44200565 , 69
13TE44200566 , 69
13TE44200567 , 72
13TE44200568 , 83
13TE44200569 , 50
13TE44200570 , 61
13TE44200571 , 25
13TE44200573 , 67
13TE44200574 , 60
13TE44200575 , 62
13TE44200576 , 58
13TE44200577 , 60
13TE44200578 , 73
13TE44200579 , 59
13TE44200580 , 54
13TE44200581 , 54
13TE44200582 , 63
13TE44200583 , 43
13TE44200584 , 71
13TE44200585 , 89
13TE44200586 , 73
13TE44200587 , 56
13TE44200588 , 85
13TE44200589 , 71
13TE44200590 , 78
13TE44200591 , 86
13TE44200592 , 50
13TE44200593 , 64
13TE44200594 , 66
13TE44200595 , 67
13TE44200596 , 44
13TE44200597 , 63
13TE44200598 , 40
13TE44200599 , 63
13TE44200600 , 76
13TE44200601 , 58
13TE44200602 , 58
13TE44200603 , 58
13TE44200604 , 77
13TE44200606 , 59
13TE44200608 , 53
13TE44200609 , 88
13TE44200610 , 83
13TE44200611 , 47
13TE44200612 , 66
13TE44200613 , 53
13TE44200614 , 72
13TE44200615 , 56
13TE44200616 , 49
13TE44200617 , 53
13TE44200618 , 68
13TE44200619 , 85
13TE44200620 , 67
13TE44200621 , 68
13TE44200622 , 83
13TE44200623 , 68
13TE44200624 , 72
13TE44200625 , 61
13TE44200626 , 65
13TE44200627 , 80
13TE44200628 , 71
13TE44200629 , 60
13TE44200630 , 54
13TE44200631 , 48
13TE44200632 , 64
13TE44200633 , 93
13TE44200634 , 54
13TE44200635 , 82
13TE44200636 , 42
13TE44200638 , 67
13TE44200639 , 46
13TE44200640 , 47
13TE44200641 , 46
13TE44200642 , 51
13TE44200643 , 40
13TE44200644 , 88
13TE44200645 , 73
13TE44200646 , 80
13TE44200647 , 58
13TE44200648 , 79
13TE44200649 , 99
13TE44200650 , 63
13TE44200651 , 53
13TE44200652 , 62
13TE44200653 , 86
13TE44200654 , 58
13TE44200656 , 81
13TE44200657 , 84
13TE44200658 , 85
13TE44200659 , 75
13TE44200660 , 69
13TE44200661 , 60
13TE44200662 , 68
13TE44200663 , 67
13TE44200664 , 63
13TE44200665 , 66
13TE44200666 , 47
13TE44200667 , 48
13TE44200668 , 99
13TE44200669 , 56
13TE44200670 , 58
13TE44200671 , 72
13TE44200672 , 90
13TE44200673 , 80
13TE44200674 , 64
13TE44200675 , 67
13TE44200676 , 53
13TE44200677 , 54
13TE44200678 , 47
13TE44200679 , 79
13TE44200680 , 50
13TE44200681 , 81
13TE44200682 , 86
13TE44200683 , 67
13TE44200684 , 61
13TE44200685 , 68
13TE44200686 , 49
13TE44200687 , 95
13TE44200688 , 55
13TE44200689 , 49
13TE44200690 , 67
13TE44200691 , 53
13TE44200692 , 77
13TE44200693 , 65
13TE44200694 , 59
13TE44200695 , 58
13TE44200696 , 55
13TE44200697 , 108
13TE44200698 , 81
13TE44200699 , 57
13TE44200700 , 52
13TE44200701 , 53
13TE44200702 , 48
13TE44200703 , 73
13TE44200704 , 53
13TE44200705 , 53
13TE44200706 , 50
13TE44200707 , 98
13TE44200708 , 47
13TE44200709 , 52
13TE44200710 , 53
13TE44200711 , 66
13TE44200712 , 51
13TE44200713 , 50
13TE44200714 , 62
13TE44200715 , 63
13TE44200716 , 49
